DateID,LabID,OthLabID,Problems,CRA,Error,DC13,Material,Species,SiteID,SiteName,SiteContext,SiteType,Longitude,Latitude,LocQual,Source,Comments,,,,,
13,A-3964,,,3610,120,-25,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,,,,,,
14,A-3965,,,3770,130,-24.6,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,,,,,,
15,A-3966,,,3690,120,-24.8,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,,,,,,
16,A-3967,,,3730,90,-24.4,charcoal,,30,La Muculufa,sanctuary,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,,,,,,
17,A-3968,,,3720,120,-24.3,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,,,,,,
18,A-4472,,,4840,200,-25.4,,,35,Piano Vento,Sect.B10,,13.7094,37.2,B,CalPal; Manen and Sabatier 2003,,,,,,
19,A-4473,,,5040,120,-24.7,,,35,Piano Vento,Sect.A9,,13.7094,37.2,B,CalPal; Manen and Sabatier 2003,,,,,,
20,A-4474,,,6130,90,-24.7,charcoal,,35,Piano Vento,Sect.A10,,13.7094,37.2,B,CalPal; Manen and Sabatier 2003,,,,,,
21,A-4730,,,3310,110,,,,25876,Madre Chiesa,,,13.9464,37.099,A,Skeates 1994,,,,,,
22,A-4731,,,2900,90,,,,25876,Madre Chiesa,,,13.9464,37.099,A,Skeates 1994,,,,,,
23,A-5283,,,3790,60,,charcoal,,30,La Muculufa,nord hut 2,settlement ,14.011918,37.216112,A,Hinz et al. 2012; Pacciarelli et al. 2015,,,,,,
24,A-5284,,,3680,100,,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,McConnell 1995,,,,,,
25,A-5722,,DuplicateID,3495,45,-24.6,charcoal,,40,Monte Grande,N/O-13-II/III,,11.4875,44.352,B,CalPal; Skeates 1994,,,,,,
26,A-5722,,,5485,60,,,,40,Monte Grande,,,11.4875,44.352,B,CalPal; Skeates 1994,,,,,,
27,A-5723,,,5485,60,-23.9,charcoal,,40,Monte Grande,P-8-III,,11.4875,44.352,B,CalPal; Skeates 1994,,,,,,
28,A-5724,,,3700,65,-24,charcoal,,40,Monte Grande,,,11.4875,44.352,B,CalPal; Skeates 1994,,,,,,
29,A-6522,,,3135,65,,,,5184,"Ustica, Faraglioni",Room 10,settlement,13.182,38.7189,A,Skeates 2003,,,,,,
30,A-6523,,,3560,55,,,,5184,"Ustica, Faraglioni",Room 8,settlement,13.182,38.7189,A,Skeates 2003,,,,,,
31,A-6546,,,3960,70,,charcoal,,30,La Muculufa,Hut 3,settlement ,14.011918,37.216112,A,Hinz et al. 2012; Pacciarelli et al. 2015;  McConnell 1995,,,,,,
32,A-6547,,,3990,60,,charcoal,,30,La Muculufa,hut 3 ,settlement ,14.011918,37.216112,A,Hinz et al. 2012; Pacciarelli et al. 2015;  McConnell 1995,,,,,,
33,A-7884,,,3055,55,,,,5184,"Ustica, Faraglioni",Room 14,settlement,13.182,38.7189,A,Skeates 2003,,,,,,
34,A-7885,,,3120,70,,,,5184,"Ustica, Faraglioni",Room 12,settlement,13.182,38.7189,A,Skeates 2003,,,,,,
35,A-7886,,,2985,55,,,,5184,"Ustica, Faraglioni",Room 15,settlement,13.182,38.7189,A,Skeates 2003,,,,,,
36,A-7887,,,3085,60,,,,5184,"Ustica, Faraglioni",Room 13,settlement,13.182,38.7189,A,Skeates 2003,,,,,,
37,A-7888,,,2950,55,,,,5184,"Ustica, Faraglioni",Room 16,settlement,13.182,38.7189,A,Skeates 2003,,,,,,
38,A-7889,,,2885,55,,,,5184,"Ustica, Faraglioni",Room 17,settlement,13.182,38.7189,A,Skeates 2003,,,,,,
39,AA-10951,,,9458,91,,charcoal,,47,Riparo Fredian,5b,,10.35,44.0769,B,Boschian et al. 1997,,,,,,
40,AA-10952,,,10870,119,,charcoal,,47,Riparo Fredian,5b,,10.35,44.08,B,Boschian et al. 1997,,,,,,
41,AA-18111,,,9750,175,,,,25882,Monteleone,,settlement,8.5602,40.4743,A,CalPal,,,,,,
42,AA-42635,,,10230,60,,bone,,5186,Rocchicella di Mineo,,settlement,14.6874,37.2732,B,Iovino et al. 2008,,,,,,
43,AA-44284,,,8070,95,,bone,,5186,Rocchicella di Mineo,,settlement,14.6874,37.2732,B,Iovino et al. 2008,,,,,,
44,AA-58899,,,6266,48,,charcoal,Arbutus unedo,88,"Rio Saboccu, Guspini","Structure 2, lower layer",settlement ,8.5702,39.6838,A,Pearce 2013aa,,,,,,
45,AA-58900,,,5679,62,,,,17545,Cuccuru is Arrius,,,8.5028,39.9196,A,Bignon et al. 2008,,,,,,
46,AA-58901,,,5617,64,,,,17545,Cuccuru is Arrius,,,8.5028,39.9196,A,Bignon et al. 2008,,,,,,
47,AA-58902,,,5798,63,,,,17545,Cuccuru is Arrius,,,8.5028,39.9196,A,Bignon et al. 2008,,,,,,
48,AA-62119,,,5665,47,,charcoal,,201,"Porco (Monte Viso), Oncino",rock shelter,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,,,,,,
49,AA-62120,,,5847,47,,charcoal,,201,"Porco (Monte Viso), Oncino",terrace upstream,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,,,,,,
50,AA-62121,,,6110,48,,charcoal,,201,"Porco (Monte Viso), Oncino",terrace,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,,,,,,
51,AA-62122,,,6146,49,,charcoal,,201,"Porco (Monte Viso), Oncino",terrace,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,,,,,,
52,AA-62123,,,5959,49,,charcoal,,201,"Porco (Monte Viso), Oncino",terrace,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,,,,,,
53,AA-62124,,,6231,48,,charcoal,,201,"Porco (Monte Viso), Oncino",terrace,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,,,,,,
54,AA-62125,,,5931,48,,charcoal,,201,"Porco (Monte Viso), Oncino",terrace,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,,,,,,
55,AA-64824,,,3054,55,,bone,Homo Sapiens,25864,"Is Aruttas, Cabras",,settlement,8.5333,39.9333,A,Lai 2008,,,,,,
56,AA-64825,,,4476,43,-19.9,bone,Homo Sapiens,25837,Cannas di Sotto,,Settlement,8.5322,39.1628,A,Paulsson 2017,,,,,,
57,AA-64826,,,3957,56,-18.9,bone,Homo Sapiens,10510,Mindue Gureu,Post-Ozieri,,9.0236,39.7344,B,Paulsson 2017,,,,,,
58,AA-64828,,,4202,45,-19.2,bone,Homo Sapiens,10514,Scab'e Arriu,"Grave A, Post-Ozieri context",Rock-cut tomb,9.1159,39.2346,B,Paulsson 2017,,,,,,
59,AA-64829,,,3989,41,-19.3,bone,Homo Sapiens,10514,Scab'e Arriu,"Grave MCI, Monte Claro context",Rock-cut tomb,9.1159,39.2346,B,Paulsson 2017,,,,,,
60,AA-64830,,,4091,41,,bone,Homo Sapiens,10563,Seddas de Daga,Monte Claro,Rock-cut tomb,8.5361,39.3127,B,Paulsson 2017,,,,,,
61,AA-64836,,,3291,59,,bone,,25901,Montessu t.10,,burial,8.668208,39.13227,A,"Lai, 2009",,,,,,
62,AA-65493,,,6325,86,,bone,,90,Sa Punta - Marcedd,US 11,settlement ,8.6,39.7,B,Pearce 2013a; BANADORA,,,,,,
63,AA-65495,,,5940,140,,Tooth,Ovicaprid,90,Sa Punta - Marcedd,US 11,settlement ,8.6,39.7,B,Lugliè 2018,Sa Punta - Marcedd,US 11,settlement ,8.6,39.7,B
64,AA-65497,,,6652,55,,charcoal,,90,Sa Punta - Marcedd,US 13,settlement ,8.6,39.7,B,Lugliè 2018,,,,,,
65,AA-6597,,,6652,55,,Shell,Ostrea edulis,90,Sa Punta - Marcedd,US 13,settlement ,8.6,39.7,B,Anzidei and Carboni 2020,,,,,,
66,AA-66511,,,1644,36,,charcoal,,302,"Bule (Monte Viso), Oncino","Boulder circle, shelter B",mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,,,,,,
67,AA-66512,,,5393,42,,charcoal,,302,"Bule (Monte Viso), Oncino",shelter B,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,,,,,,
68,AA-66513,,,5605,42,,charcoal,,302,"Bule (Monte Viso), Oncino",shelter B,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,,,,,,
69,AA-66514,,,5662,71,,charcoal,,302,"Bule (Monte Viso), Oncino",shelter B,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,,,,,,
70,AA-66515,,,6222,44,,charcoal,,302,"Bule (Monte Viso), Oncino",shelter,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,,,,,,
71,AA-66516,,,5963,61,,charcoal,,302,"Bule (Monte Viso), Oncino",shelter,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,,,,,,
72,AA-66517,,,6212,71,,charcoal,,302,"Bule (Monte Viso), Oncino",shelter,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,,,,,,
73,AA-72148,,,4496,46,,bone,Homo Sapiens,10632,Santa Caterina di Pittinuri,Post-Ozieri,Rock-cut tomb,8.4915,40.1074,B,Paulsson 2017,,,,,,
74,AA-72149,,,3738,42,,bone,Homo Sapiens,25865,"Iscalitas 2, Soleminis",,settlement,9.1833,39.35,A,Lai 2008,,,,,,
75,AA-72150,,,3699,42,,bone,Homo Sapiens,25846,Concali Corongiu ,,settlement,8.6333,39.2833,A,Lai 2008,,,,,,
76,AA-72151,,,4289,47,,bone,Homo Sapiens,10633,Serra Cannigas,Post-Ozieri,Rock-cut tomb,9.0139,39.4644,B,Paulsson 2017,,,,,,
77,AA-72152,,,3845,41,-18.7,bone,Homo Sapiens,10644,"Padru Jossu, Sanluri",Grave A Bell Beaker context,settlement,8.9,39.5631,B,Paulsson 2017,,,,,,
78,AA-72153,,,3843,41,-19.2,bone,Homo Sapiens,10644,"Padru Jossu, Sanluri",Grave A Bell Beaker context,settlement,8.9,39.5631,B,Paulsson 2017,,,,,,
79,AA-72790,,,3957,56,-19.3,bone,Homo Sapiens,10644,"Padru Jossu, Sanluri",Grave MCI Monte Claro,settlement,8.9,39.5631,B,Paulsson 2017,,,,,,
80,AA-72791,,,3837,41,,bone,Homo Sapiens,10644,"Padru Jossu, Sanluri",,settlement,8.9,39.5631,B,Lai 2008,,,,,,
81,AA-72792,,,3790,41,,bone,Homo Sapiens,10644,"Padru Jossu, Sanluri",,settlement,8.9,39.5631,B,Lai 2008,,,,,,
82,AA-72793,,,4278,42,,bone,Homo Sapiens,10514,Scab'e Arriu,"Grave A, Post-Ozieri context",Rock-cut tomb,9.1159,39.2346,B,Paulsson 2017,,,,,,
83,AA-75017,,,5044,37,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",,,,,,
84,AA-75018,,,6005,43,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",,,,,,
85,AA-75019,,,5791,50,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",,,,,,
86,AA-75020,,,6121,43,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",,,,,,
87,AA-75021,,,6040,40,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",,,,,,
88,AA-75022,,,6107,43,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",,,,,,
89,AA-75645,,,8620,80,,bone,Homo Sapiens,25812,Su Carroppu,"testB-lev 4, bottom",rock shelter,8.5588,39.2069,B,Modi et al. 2017,,,,,,
90,AA-75653,,,6327,41,,charcoal,,25923,Su Stangioni,,,8.8601,38.8874,A,Lugliè 2018,,,,,,
91,AA-75654,,,6341,46,,charcoal,,25923,Su Stangioni,,,8.8601,38.8874,A,Lugliè 2018,,,,,,
92,AA-76545,,,7678,73,,bone,Homo sapiens,25902,S'Omu e S'Orku,,burial,8.471718,39.59993,B,Melis & Mussi 2016,,,,,,
93,AA-76546,,,7860,44,,charcoal,,25902,S'Omu e S'Orku,,burial,8.471718,39.59993,B,Melis & Mussi 2016,,,,,,
94,AA-77514,,,5575,41,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",,,,,,
95,AA-77883,,,2530,43,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",,,,,,
96,AA-78327,,,5078,58,,bone,Homo Sapiens,10677,San Benedetto,burial,Rock-cut tomb,8.5184,39.3708,A,Paulsson 2017,,,,,,
97,AA-78328,,,5044,58,,bone,Homo Sapiens,10677,San Benedetto,burial,Rock-cut tomb,8.5184,39.3708,A,Paulsson 2017,,,,,,
98,AA-78329,,,4969,52,,,,10677,San Benedetto,burial,Rock-cut tomb,8.5184,39.3708,A,Melis 2013,,,,,,
99,AA-78330,,,4984,52,,bone,Homo Sapiens,10677,San Benedetto,burial,Rock-cut tomb,8.5184,39.3708,A,Paulsson 2017,,,,,,
100,AA-79862,,,7127,59,,charcoal,,25902,S'Omu e S'Orku,,burial,8.471718,39.59993,B,Melis & Mussi 2016,,,,,,
101,AA-80543,,,6040,80,,bone,,17545,Cuccuru is Arrius,,,8.5028,39.9196,A,Lugliè  2018,,,,,,
102,AA-80544,,,8780,130,,bone,Homo Sapiens,25812,Su Carroppu,"testB-lev 4, bottom",rock shelter,8.5588,39.2069,B,Modi et al. 2017,,,,,,
103,AA-80545,,,9200,180,,bone,Homo Sapiens,25812,Su Carroppu,"testB-lev 4, bottom",rock shelter,8.5588,39.2069,B,Modi et al. 2017,,,,,,
104,AA-80546,,,6156,93,,bone,Sus scrofa,25812,Su Carroppu,,rock shelter,8.5588,39.2069,B,Lugliè 2018,,,,,,
105,AA-80547,,,6359,43,,fruit (charred),,25923,Su Stangioni,,,8.8601,38.8874,A,Lugliè 2018,,,,,,
106,AA-80983,,,6401,46,,charcoal,,302,"Bule (Monte Viso), Oncino",Cercle des Blocs,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2012,,,,,,
107,AA-80984,,,5898,44,,charcoal,,302,"Bule (Monte Viso), Oncino",Cercle des Blocs,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2012,,,,,,
108,AA-83400,,,2050,38,,charcoal,,25903,Nuraghe Iloi,,settlement ,8.899444,40.159444,A,Tea et al 2012,,,,,,
109,AA-83401,,,2816,39,,charcoal,,25903,Nuraghe Iloi,,settlement ,8.899444,40.159444,A,Tea et al 2013,,,,,,
110,AA-83402,,,2748,40,,charcoal,,25903,Nuraghe Iloi,,settlement ,8.899444,40.159444,A,Tea et al 2014,,,,,,
111,AA-83403,,,2819,42,,charcoal,,25903,Nuraghe Iloi,,settlement ,8.899444,40.159444,A,Tea et al 2015,,,,,,
112,AA-83404,,,2812,39,,charcoal,,25903,Nuraghe Iloi,,settlement ,8.899444,40.159444,A,Tea et al 2016,,,,,,
113,AA-83405,,,2857,39,,charcoal,,25903,Nuraghe Iloi,,settlement ,8.899444,40.159444,A,Tea et al 2017,,,,,,
114,AA-83406,,,2806,44,,charcoal,,25903,Nuraghe Iloi,,settlement ,8.899444,40.159444,A,Tea et al 2018,,,,,,
115,AA-83407,,,2746,39,,charcoal,,25903,Nuraghe Iloi,,settlement ,8.899444,40.159444,A,Tea et al 2019,,,,,,
116,AA-83408,,,2777,31,,charcoal,,25903,Nuraghe Iloi,,settlement ,8.899444,40.159444,A,T&a et al 2012,,,,,,
117,AA-83409,,,2442,39,,,,25903,Nuraghe Iloi,,settlement ,8.899444,40.159444,A,Depalmas 2012,,,,,,
118,AA-83410,,,2443,40,,,,25903,Nuraghe Iloi,,settlement ,8.899444,40.159444,A,Depalmas 2012,,,,,,
119,AA-84411,,,3275,40,,,,25903,Nuraghe Iloi,,settlement ,8.899444,40.159444,A,Depalmas 2012,,,,,,
120,AAMS-5H19,,,4430,50,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,,,,,,
121,AAMS-8A,,,4670,50,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,,,,,,
122,AAMSA-1,,,4250,40,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,,,,,,
123,AAMSA-14A,,,3700,60,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,,,,,,
124,AAMSA-14B,,,4340,100,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,,,,,,
125,AAMSA-15,,,4190,50,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,,,,,,
126,AAMSA-5H18,,,3890,120,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,,,,,,
127,AAMSA-6,,,4340,60,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,,,,,,
128,AAMSA-8B,,,4290,60,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,,,,,,
129,AAR-25751,,,6072,36,,bone,Homo sapiens,25858,Grotta di S. Angelo IV,,cave,16.370368,39.808825,A,Arena et al 2020,,,,,,
130,AAR-25752,,,3202,45,,bone,Homo sapiens,25858,Grotta di S. Angelo IV,,cave,16.370368,39.808825,A,Arena et al 2020,,,,,,
131,AAR-25755,,,6072,34,,bone,Homo sapiens,25904,Grotta Funeraria,,burial,16.63546832,40.63469015,B,Arena et al 2020,,,,,,
132,AAR-4798.2,,,3575,50,-3.4,mortar,,16644,Torre delle Milizie,,,12.4866,41.8959,B,Ringbom et al. 2006,,,,,,
133,AAR-4802.2,,,3520,50,-6.4,mortar,,16643,Carolingian Structure,,,12.4864,41.8931,B,Ringbom et al. 2006,,,,,,
134,AECV-1996C,,,6360,180,,,,146,Fonte Chiarano,,,12.5838,45.73,B,Pinhasi et al. 2005,,,,,,
135,AECV-2011C,,,6790,70,,charcoal,,147,"Rio Tana, Lecce nei Marsi",US 3,settlement ,13.68,41.93,B,Pearce 2013a,,,,,,
136,AECV-2012C,,,6860,60,,charcoal,,147,"Rio Tana, Lecce nei Marsi",US 5,settlement ,13.68,41.93,B,Pearce 2013a,,,,,,
137,ANSTO-,,NoLabID,4670,50,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 8,cemetery,11.748,42.5462,A,Skeates 2003,,,,,,
138,ANSTO-,,NoLabID,4430,50,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 5,cemetery,11.748,42.5462,A,Skeates 2003,,,,,,
139,ANSTO-,,NoLabID,4340,100,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 14,cemetery,11.748,42.5462,A,Skeates 2003,,,,,,
140,ANSTO-,,NoLabID,4340,60,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 6,cemetery,11.748,42.5462,A,Skeates 2003,,,,,,
141,ANSTO-,,NoLabID,4290,60,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 8,cemetery,11.748,42.5462,A,Skeates 2003,,,,,,
142,ANSTO-,,NoLabID,4250,40,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 1,cemetery,11.748,42.5462,A,Skeates 2003,,,,,,
143,ANSTO-,,NoLabID,4190,50,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 15,cemetery,11.748,42.5462,A,Skeates 2003,,,,,,
144,ANSTO-,,NoLabID,3890,120,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 5,cemetery,11.748,42.5462,A,Skeates 2003,,,,,,
145,ANSTO-,,NoLabID,3700,60,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 14,cemetery,11.748,42.5462,A,Skeates 2003,,,,,,
146,ANSTO-NA,,,4760,70,,charcoal,,9794,Pian dei Cavalli,,settlement,9.3193,46.4247,A,Moe et al. 2007,,,,,,
147,ANSTO-NA,,,3660,90,,charcoal,,9794,Pian dei Cavalli,,settlement,9.3193,46.4247,A,Moe et al. 2007,,,,,,
148,ANSTO-NA139,,,8830,260,,,,16724,Pian dei Cavalli 4,,,9.3145,46.4233,C,Skeates and Whitehouse 1997,,,,,,
149,ANSTO-OZC241,,,10800,80,,,,11407,Piastricoli,B t.9,,10.35,44.0769,B,CalPal; Vermeersch 2021,,,,,,
150,ARC-1651,,,3430,40,,charcoal,,25954,Chiaravalle,,settlement,9.888,44.9286,A,Capuzzo et al. 2014,,,,,,
151,Arc-1962,,,2522,40,,,,12143,Saint-Martin-de-Corléans,,megalithic site,7.297,45.735,B,Skeates 2001,,,,,,
152,B-5087,,,5730,40,,,,253,"Pizzo di Bodio, Varese",layer US 360,,8.8333,45.8,B,Skeates and Whitehouse 1997,,,,,,
153,B-5088,,,6060,50,,,,253,"Pizzo di Bodio, Varese",layer US 326,,8.8333,45.8,B,Skeates and Whitehouse 1997,,,,,,
154,B-5090,,,6320,80,,,,253,"Pizzo di Bodio, Varese",,,8.8333,45.8,B,Pinhasi et al. 2005,,,,,,
155,B-5326,,,4150,90,,charcoal,,255,"Pizzo del Bodio, Bodio Lomnago","Trial trench 1, US 6",settlement ,8.8333,45.8,B,Pearce 2013a,,,,,,
156,B-5329,,,5710,90,,,,253,"Pizzo di Bodio, Varese",layer US 360,,8.8333,45.8,B,Skeates and Whitehouse 1997,,,,,,
157,B-60691,,,5020,110,,,,430,"Arene Candide, Finale Ligure",layer 8H,cave,8.3283,44.1625,A,Visentini 2006,,,,,,
158,B-60692,,,5290,80,,charcoal,,430,"Arene Candide, Finale Ligure",layer 13,cave,8.3283,44.1625,A,Visentini 2006,,,,,,
159,B-60700,,,5320,70,,charcoal,,430,"Arene Candide, Finale Ligure",layer 10-9H,cave,8.3283,44.1625,A,Visentini 2006,,,,,,
160,B-65306,,,5250,140,,charcoal,,430,"Arene Candide, Finale Ligure",layer 13-11 H,cave,8.3283,44.1625,A,Visentini 2006,,,,,,
161,BAZZ 13,,,6280,100,,charcoal,,25905,Bazzarola,,,10.65479417,44.67879881,B,Conati-Barbaro 2019,,,,,,
162,BAZZ 14,,,6390,40,,charcoal,Corlus avellana,25905,Bazzarola,,,10.65479417,44.67879881,B,Conati-Barbaro 2019,,,,,,
163,BAZZ 17,,,6170,40,,charcoal,Corylus avellana,25905,Bazzarola,,,10.65479417,44.67879881,B,Conati-Barbaro 2019,,,,,,
164,Beta 80604,,,6630,70,,charcoal,,25867,La Defensola,,,16.1482,41.8989,A,Whitehouse 2014,,,,,,
165,Beta-,,NoLabID,3440,70,,charcoal,,306,Poggio Fornello,"SU 8, pole hole (BA)",,10.751,42.9451,A,Capuzzo et al. 2014,,,,,,
166,Beta-,,NoLabID,2900,40,,charcoal,,12356,Sant'Aniceto,"Trench T4 112e/105n; Fill, context 458, depth -317",,15.9134,37.9475,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,,,,,,
167,Beta-,,NoLabID,2880,40,,charcoal,,12356,Sant'Aniceto,"Trench T4 112e/104n; Grey fill, context 433",,15.9134,37.9475,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,,,,,,
168,Beta-,,NoLabID,2860,40,,charcoal,,12356,Sant'Aniceto,"Trench T4 110e/107n; Surface (outdoors?), context 455 in N extension, sealing top of wall at depth -99",,15.9134,37.9475,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,,,,,,
169,Beta-,,,6360,70,,,,26001,San Domenico,,,17.4283,40.8526,A,Fiorentino et al. 2013,,,,,,
170,Beta-,,NoLabID,4140,100,,,,2378,Grotta San Angelo di Ostuni,,cave,17.5774,40.7288,B,CalPal; Coppola et al. 2017,,,,,,
171,Beta-,,NoLabID,4700,65,,,,16613,"Grotta dei Colombi, Isola Palmaria",,cave,9.8431,44.0384,B,Skeates and Whitehouse 1997-98,,,,,,
172,Beta-,,NoLabID,2970,70,,bone,Homo Sapiens,16695,Castelfranco di Sotto,,,10.75,43.7,B,Skeates and Whitehouse 1997,,,,,,
173,Beta-,,NoLabID,4600,50,,bone,,16699,"Isola di Giannutri, Grosseto",,,11.1036,42.2539,B,Skeates and Whitehouse 1997,,,,,,
